"permCountExternalId","PermCount"
"PSYC191  PO-20 SP2023","3"
"PSYC191  PO-24 SP2023","4"
"PSYC191  PO-28 SP2023","1"
"PSYC191  PO-32 SP2023","7"
"PSYC191  PZ-01 SP2023","5"
"PSYC197  PZ-01 SP2023","24"
"PSYC197A CM-03 SP2023","5"
"PSYC197A CM-05 SP2023","1"
"PSYC197A CM-07 SP2023","3"
"PSYC197A CM-08 SP2023","3"
"PSYC197A CM-09 SP2023","2"
"PSYC197A CM-10 SP2023","3"
"PSYC197B CM-03 SP2023","2"
"PSYC197B CM-06 SP2023","1"
"RLST010  CM-01 SP2023","16"
"RLST010  CM-02 SP2023","16"
"RLST011  PO-01 SP2023","2"
"RLST020  PO-01 SP2023","11"
"RLST023  PO-01 SP2023","6"
"RLST025  PO-01 SP2023","50"
"RLST064  CM-02 SP2023","8"
"RLST083  CM-01 SP2023","2"
"RLST084  CM-01 SP2023","12"
"RLST110  PO-01 SP2023","17"
"RLST117  PO-01 SP2023","2"
"RLST125  CM-01 SP2023","61"
"RLST130B CM-01 SP2023","16"
"RLST142  AF-01 SP2023","8"
"RLST146  PO-01 SP2023","7"
"RLST150  AF-01 SP2023","10"
"RLST152  PO-01 SP2023","20"
"RLST180  SC-01 SP2023","8"
"RLST191  PO-02 SP2023","2"
"RLST191  PO-08 SP2023","1"
"RLST191  PO-12 SP2023","3"
"RUSS002  PO-01 SP2023","1"
"RUSS183  PO-01 SP2023","4"
"RUSS191  PO-08 SP2023","2"
"RUST110  PO-01 SP2023","12"
"RUST189A PO-01 SP2023","3"
"SCI 010L CM-01 SP2023","20"
"SOC 001  PZ-01 SP2023","26"
"SOC 001  PZ-02 SP2023","22"
"SOC 030  CH-01 SP2023","7"
"SOC 035  PZ-01 SP2023","31"
"SOC 051  PO-01 SP2023","2"
"SOC 051  PO-02 SP2023","12"
"SOC 051  PO-03 SP2023","7"
"SOC 051  PO-04 SP2023","8"
"SOC 083  PZ-01 SP2023","23"
"SOC 091  PZ-01 SP2023","12"
"SOC 101  PZ-01 SP2023","18"
"SOC 102  PZ-01 SP2023","15"
"SOC 103  JT-01 SP2023","14"
"SOC 110  PZ-01 SP2023","7"
"SOC 119  PO-01 SP2023","7"
"SOC 119  PZ-01 SP2023","4"
"SOC 126  AA-01 SP2023","5"
"SOC 128  JT-01 SP2023","4"
"SOC 147  PO-01 SP2023","12"
"SOC 154  PO-01 SP2023","1"
"SOC 189T PO-01 SP2023","7"
"SOC 199A PZ-01 SP2023","2"
"SOC 199B PZ-01 SP2023","9"
"SPAN002  CM-01 SP2023","9"
"SPAN002  CM-02 SP2023","11"
"SPAN002  PO-01 SP2023","10"
"SPAN002  PZ-01 SP2023","8"
"SPAN002  PZ-02 SP2023","11"
"SPAN002  PZ-03 SP2023","13"
"SPAN011  PO-02 SP2023","1"
"SPAN013  PO-01 SP2023","1"
"SPAN022  CM-01 SP2023","5"
"SPAN022  PZ-01 SP2023","18"
"SPAN031  PZ-01 SP2023","16"
"SPAN033  CM-02 SP2023","4"
"SPAN033  PO-01 SP2023","3"
"SPAN033  PZ-01 SP2023","6"
"SPAN033  PZ-02 SP2023","12"
"SPAN033  PZ-03 SP2023","20"
"SPAN033  SC-02 SP2023","6"
"SPAN033  SC-03 SP2023","5"
"SPAN035  PZ-01 SP2023","30"
"SPAN044  CM-02 SP2023","4"
"SPAN044  CM-03 SP2023","4"
"SPAN044  PO-01 SP2023","5"
"SPAN044  PO-02 SP2023","1"
"SPAN044  PZ-01 SP2023","15"
"SPAN044  SC-01 SP2023","1"
"SPAN044  SC-02 SP2023","4"
"SPAN044L CM-01 SP2023","1"
"SPAN044L CM-03 SP2023","1"
"SPAN050  PZ-01 SP2023","5"
"SPAN055  PZ-01 SP2023","9"
"SPAN055  PZ-02 SP2023","10"
"SPAN100  PZ-01 SP2023","12"
"SPAN101  PO-02 SP2023","7"
"SPAN102  CM-01 SP2023","7"
"SPAN103  PO-01 SP2023","5"
"SPAN108  PO-01 SP2023","7"
"SPAN126  PO-01 SP2023","1"
"SPAN127  CH-01 SP2023","1"
"SPAN127  PO-01 SP2023","2"
"SPAN130  CM-01 SP2023","1"
"SPAN132  PZ-01 SP2023","3"
"SPAN137  PZ-01 SP2023","13"
"SPAN140  SC-01 SP2023","7"
"SPAN170  PO-01 SP2023","1"
"SPAN171  SC-01 SP2023","4"
"SPAN189  PZ-01 SP2023","6"
"SPAN191  PO-02 SP2023","2"
"SPCH061A CM-01 SP2023","17"
"SPCH061B CM-01 SP2023","4"
"STS 010  HM-01 SP2023","22"
"STS 179N HM-01 SP2023","11"
"STS 191  PO-04 SP2023","1"
"TEST002  PZ-01 SP2023","2"
"TEST010  SC-01 SP2023","1"
"TEST199  CM-01 SP2023","2"
"THEA001A PO-01 SP2023","8"
"THEA001A PO-02 SP2023","16"
"THEA001D PO-01 SP2023","17"
"THEA002  PO-01 SP2023","22"
"THEA011  PO-01 SP2023","5"
"THEA012  PO-01 SP2023","8"
"THEA016  PO-01 SP2023","8"
"THEA017  PO-01 SP2023","20"
"THEA026  PO-01 SP2023","22"
"THEA031  PO-01 SP2023","1"
"THEA052H PO-02 SP2023","1"
"THEA053CIPO-01 SP2023","4"
"THEA053CIPO-02 SP2023","15"
"THEA053HGPO-01 SP2023","3"
"THEA053HIPO-01 SP2023","12"
"THEA053HIPO-02 SP2023","13"
"THEA054C PO-01 SP2023","12"
"THEA061  PO-01 SP2023","9"
"THEA080  PO-01 SP2023","6"
"THEA081  PO-01 SP2023","24"
"THEA085  PO-01 SP2023","7"
"THEA130  PO-01 SP2023","1"
"THEA170  PO-01 SP2023","19"
"THEA188  PO-01 SP2023","6"
"THEA191H PO-04 SP2023","4"
"THEA192H PO-04 SP2023","4"
"WRIT016  PZ-01 SP2023","3"
"WRIT101  PZ-01 SP2023","8"
"WRIT109  SC-01 SP2023","6"
"WRIT146  SC-01 SP2023","8"
"WRIT153IOSC-01 SP2023","49"
"WRIT191  SC-01 SP2023","2"
"WRIT197P SC-01 SP2023","6"
"WRIT197P SC-02 SP2023","10"
